accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1,accX2,accY2,accZ2,gyroX2,gyroY2,gyroZ2
-2.578,-9.308,-9.211,0.0,0.0,0.0,-0.856,-9.834,-10.567,-0.0007001485715621958,0.0,0.0
-2.568,-9.308,-9.321,0.0,0.0,0.0,-0.841,-9.821,-10.581,-0.0069768192670909505,0.0,0.0
-2.618,-9.349,-9.287,0.0,0.0,0.0,-0.846,-9.841,-10.583,0.013160633007160194,0.0,0.0
-2.573,-9.375,-9.265,0.0,0.0,0.0,-0.854,-9.847,-10.54,0.00791716853221189,0.0,0.0
-2.579,-9.309,-9.233,0.0,0.0,0.0,-0.868,-9.846,-10.574,0.004427582664910111,0.0,0.0
-2.643,-9.281,-9.288,0.0,-0.108,0.0,-0.805,-9.835,-10.528,-0.010898850699661289,0.0,0.0
-2.451,-9.448,-9.175,0.0,-0.182,0.0,-0.871,-9.872,-10.516,0.016315909914839718,0.0,0.0
-2.632,-9.301,-9.288,0.0,-0.204,0.0,-0.82,-9.918,-10.612,0.005395516023876797,0.0,0.0
-2.417,-9.396,-8.737,0.155,-0.186,0.0,-0.813,-9.793,-9.97,0.017459258864836267,-0.13,0.0
-20.016,-19.285,-22.784,0.532,-1.968,-0.942,-0.478,-9.96,-10.711,-0.014079628805329088,0.0,0.0
-20.016,-19.54,-26.618,-4.301,0.0,4.393,-1.049,-9.78,-10.433,0.018211147995046466,0.415,0.195
19.209,-19.54,-13.863,-2.884,-4.354,4.393,-1.515,-9.414,-9.83,0.0013553784060334484,0.305,-0.1
19.209,-19.54,-30.079,4.43,-4.354,2.664,0.0,-9.79,-11.284,0.0033741563405753896,0.206,0.1
12.616,-19.54,-5.475,1.968,-2.692,-4.337,-1.192,-10.002,-9.89,-0.0045305051123212875,-0.558,0.145
-20.016,-19.54,-30.079,-1.489,-4.354,-4.337,-1.345,-10.073,-10.025,0.0094115303873926,0.0,0.0
-20.016,-19.54,-23.074,-4.301,-4.354,2.961,-1.467,-9.962,-10.946,-0.022063644400890127,0.0,-0.143
4.165,-19.54,-13.836,-4.301,-4.354,4.393,-0.914,-9.572,-10.72,0.01151174446371203,0.161,-0.285
14.062,-19.54,-11.804,4.43,-4.354,4.393,-1.107,-9.791,-9.565,-0.010180815347576495,0.209,-0.263
17.227,-19.54,-24.429,4.43,-4.354,0.0,-0.252,-9.733,-10.455,-0.016434837722290093,0.0,0.109
5.56,-19.54,-29.771,4.43,-4.354,-4.337,-0.97,-9.762,-10.723,-0.003946219355861991,-0.138,0.279
-20.016,-19.54,-14.342,-4.301,-4.189,-4.337,-1.21,-9.994,-10.375,-0.002448291952095517,0.0,0.115
-19.985,-19.54,-1.667,-2.131,2.329,0.0,-1.233,-9.751,-10.319,-0.004132628751623422,-0.147,-0.174
-4.213,-9.388,-3.126,-2.847,-4.354,-0.945,-0.783,-9.811,-10.394,-0.00562713702548283,0.0,0.0
-2.804,-9.167,-4.966,0.161,-4.354,-1.625,-0.902,-9.856,-10.531,-0.002730484742302275,0.0,0.136
-3.254,-9.661,-12.096,1.016,-0.532,-1.5,-1.213,-9.839,-10.477,0.00812663624644608,0.0,0.0
-1.749,-9.451,-9.719,0.0,0.0,0.0,-0.87,-9.86,-10.563,-0.023557165535147778,0.0,0.0
-2.129,-9.427,-9.866,0.0,0.118,0.0,-0.868,-9.848,-10.574,-0.0020470635564359143,0.0,0.0
-2.327,-9.457,-9.847,0.0,0.123,0.0,-0.864,-9.846,-10.559,-0.002591226937077774,0.0,0.0
-2.604,-9.543,-9.89,0.0,0.0,0.0,-0.909,-9.847,-10.532,-0.016208471059950012,0.0,0.0
-2.454,-9.519,-9.843,0.0,-0.11,0.0,-0.943,-9.86,-10.54,0.0027461986578911526,0.0,0.0
-2.001,-9.449,-9.835,0.0,-0.152,0.0,-0.899,-9.833,-10.547,-0.00447202404944972,0.0,0.0
-2.02,-9.538,-9.956,0.0,-0.155,0.0,-0.856,-9.83,-10.562,-0.011320763686221218,0.0,0.0
-2.336,-9.425,-9.928,0.0,-0.206,0.0,-0.795,-9.84,-10.444,-0.00953775146526183,0.0,0.0
