accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1
-6.935,2.909,-19.051,2.047,-0.696,0.222
-2.54,-9.375,-9.121,-0.184,-0.215,-0.729
-3.319,-9.624,-7.599,-0.176,1.019,-0.534
-3.404,-9.131,-7.051,0.0,0.47,-0.117
-2.113,-9.633,-8.397,0.106,0.0,0.0
-1.777,-9.38,-9.267,0.0,0.31,-0.219
-3.131,-9.413,-7.095,-0.207,0.624,-0.208
-2.4,-9.844,-8.571,0.0,0.261,-0.1
-2.479,-9.36,-8.206,-0.163,-0.21,-0.217
-2.319,-11.266,-5.589,-1.001,-0.377,-0.117
-6.026,-14.817,-2.642,-0.477,2.366,0.507
-8.371,-16.363,-8.561,0.275,3.559,2.459
-6.724,-15.82,-9.44,0.909,1.062,3.629
-7.534,-14.334,-10.126,1.484,1.208,4.357
-6.772,-12.198,-10.106,1.802,0.0,4.156
-6.956,-8.975,-9.257,2.115,-0.832,3.203
-6.887,-6.376,-9.541,2.966,-1.331,2.482
-5.535,-3.648,-9.537,3.09,-0.976,2.324
-5.978,-0.892,-10.699,3.142,-0.921,1.845
-6.034,0.845,-11.019,3.148,-1.024,1.603
-4.611,1.694,-12.47,3.152,-1.346,1.227
-4.261,2.521,-13.836,3.03,-0.686,0.84
-4.591,2.823,-16.277,2.892,-0.694,0.477
-3.512,1.96,-19.428,3.368,-0.208,0.364
-6.135,3.08,-25.432,1.894,-0.617,0.148
-6.568,2.77,-21.344,0.457,-0.263,-0.297
-1.047,-9.794,-9.238,0.133,-0.648,-0.258
-1.362,-9.534,-9.721,0.206,-0.365,-0.185
-1.415,-9.412,-9.929,0.0,0.0,-0.178
-1.712,-9.504,-9.573,-0.143,0.221,-0.33
-2.088,-9.642,-9.385,-0.109,0.0,-0.357
-2.619,-9.789,-8.774,0.0,0.465,-0.198
-2.809,-9.97,-8.577,0.0,0.0,-0.113
-1.855,-10.307,-9.008,-0.173,0.0,-0.386
-5.845,-12.524,-7.653,-0.812,2.238,-0.539
-15.764,-16.877,-7.58,-0.102,2.263,3.191
-11.418,-19.568,-5.632,0.0,1.881,4.357
-8.159,-19.568,-7.642,0.0,1.435,4.357
-6.159,-16.836,-8.124,0.917,-0.649,4.357
-5.493,-11.641,-8.619,1.823,-1.038,3.98
-3.406,-7.791,-10.943,2.895,-1.199,3.374
-4.868,-3.686,-11.877,3.094,-1.393,2.5
-3.862,-0.643,-13.367,2.875,-0.945,2.202
-3.336,0.678,-12.799,2.834,-1.256,1.614
-4.78,1.586,-14.276,2.843,-1.349,0.758
-6.204,1.575,-15.119,2.743,-1.165,0.399
-5.201,-0.533,-16.301,3.66,-0.59,0.726
-3.846,0.511,-22.391,3.021,-0.308,0.61
-5.116,0.806,-24.207,1.989,-0.117,0.0
-6.633,0.882,-24.957,1.019,-0.137,0.0
-6.866,0.649,-22.319,0.0,-0.229,-0.223
-1.771,-9.796,-9.262,-0.263,0.236,-0.569
-1.908,-9.826,-9.147,0.0,0.0,-0.246
-1.781,-9.905,-8.771,0.0,0.232,0.0
-2.052,-9.702,-8.367,0.359,0.952,0.0
-1.988,-9.518,-8.519,0.0,0.731,0.0
-2.311,-9.654,-8.903,0.0,0.643,-0.121
-2.302,-9.654,-9.069,0.0,0.205,0.0
-2.028,-9.807,-8.551,-0.324,0.64,-0.267
-4.457,-12.424,-8.051,-0.934,4.376,-1.026
-18.253,-14.885,-13.359,-0.548,2.56,1.899
-9.162,-19.49,-10.471,-1.77,2.484,3.96
-7.308,-18.817,-10.538,-1.033,0.906,4.357
-6.245,-14.872,-10.615,-1.026,0.0,4.357
-6.546,-10.185,-9.858,0.0,-1.407,3.661
-5.799,-6.691,-10.839,1.143,-0.89,3.459
-5.688,-4.69,-11.541,1.996,-1.339,2.941
-6.14,-2.124,-12.601,2.274,-1.672,2.588
-5.844,-0.126,-12.758,2.479,-1.234,2.415
-4.582,0.73,-13.144,2.812,-1.178,2.248
-3.89,1.425,-15.884,3.231,-1.109,2.126
-2.382,2.007,-17.089,3.026,-0.71,1.592
-1.908,1.939,-19.813,2.893,-0.277,1.133
-1.139,1.918,-22.292,2.05,0.0,0.376
-2.456,1.922,-24.489,1.361,-0.157,0.382
-3.179,1.571,-22.993,0.402,-0.551,-0.135
-1.538,-9.291,-8.875,-0.15,-0.644,-0.102
-1.078,-8.995,-8.419,0.0,0.0,0.382
-0.425,-9.655,-9.053,0.336,0.115,0.0
-1.703,-9.706,-8.732,-0.183,-0.233,-0.375
-1.958,-9.635,-8.612,0.0,0.0,0.0
-1.198,-9.368,-8.892,-0.145,-0.177,0.0
-1.912,-10.007,-8.259,0.0,0.0,0.0
-2.121,-9.941,-8.799,-0.354,1.096,0.191
-4.306,-11.405,-7.18,-0.787,4.376,0.474
-16.374,-15.013,-8.222,-0.372,3.109,1.485
-11.169,-18.523,-11.838,-0.91,2.2,3.609
-8.713,-19.434,-13.083,-0.695,1.139,4.357
-7.109,-16.368,-12.056,-0.701,0.0,4.357
-5.766,-11.223,-10.144,0.116,-0.471,4.357
-5.174,-6.782,-10.556,1.596,-1.835,3.312
-6.416,-4.579,-12.412,2.448,-1.976,2.778
-4.727,-2.918,-13.22,2.833,-1.337,2.714
-5.474,-0.92,-13.75,2.714,-0.954,2.355
-5.353,-0.253,-15.135,3.049,-1.657,2.063
-3.441,0.399,-16.103,2.981,-1.118,1.919
-1.797,0.906,-17.257,2.831,-1.003,1.307
-1.959,0.403,-19.514,3.177,-0.318,0.947
-1.427,0.533,-23.212,2.57,0.144,0.45
-2.841,0.764,-25.024,1.568,0.259,0.0
-3.549,0.616,-24.057,0.751,0.149,0.0
-1.663,-9.425,-9.14,-0.25,-0.682,-0.344
-1.465,-9.826,-9.03,0.0,-0.323,-0.316
-1.744,-9.664,-9.505,-0.146,-0.317,-0.508
-2.881,-9.872,-8.702,0.0,0.216,-0.193
-2.599,-9.866,-9.353,0.0,0.285,0.0
-1.665,-9.609,-9.533,0.0,-0.228,0.0
-1.755,-9.771,-9.315,0.0,0.0,0.0
-2.872,-10.334,-8.489,-0.362,0.368,-0.511
-6.098,-12.496,-6.61,-0.507,0.837,-1.018
-12.074,-14.897,-8.793,0.749,1.24,1.691
-8.344,-17.571,-6.086,-0.371,2.432,3.523
-6.477,-18.743,-7.238,0.636,1.098,4.357
-5.472,-15.646,-7.662,0.0,0.687,4.296
-4.564,-10.281,-8.752,0.62,0.0,3.685
