accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1
-17.279,-1.804,-16.61,-0.18,-2.371,0.503
-10.375,-1.603,-16.372,0.15,-3.769,2.57
-2.756,-1.547,-13.024,0.288,-3.212,2.998
-0.873,0.542,-10.404,0.0,-1.992,2.145
-0.163,2.077,-6.461,0.0,-0.989,1.509
-0.805,3.836,-4.871,0.0,-0.562,0.694
-1.069,3.976,-3.739,0.591,-0.501,-0.277
0.959,2.539,-5.43,1.557,-0.744,-1.225
-3.752,-1.006,-12.359,1.143,0.0,-4.373
0.395,-9.413,-10.358,0.106,-1.779,1.054
-1.0,-9.491,-9.867,0.0,-0.217,-0.152
-1.995,-9.87,-9.503,0.13,0.0,0.0
-1.944,-9.911,-8.397,0.406,-0.486,0.383
-1.533,-9.272,-7.203,0.992,-1.176,0.494
-0.775,-8.485,-10.195,0.243,0.368,0.849
-2.002,-8.276,-8.272,-0.741,0.68,0.304
-5.378,-10.393,-6.637,-1.157,-0.492,0.897
-7.568,-10.111,-12.887,-1.105,-0.64,2.62
-14.167,-13.636,-24.213,-3.995,-0.763,2.892
-8.237,-15.069,-16.057,-4.294,-0.927,3.81
0.67,-7.853,-4.534,-2.568,-2.127,2.099
-2.351,-2.732,-8.318,0.0,-1.223,0.346
-6.815,-1.071,-11.943,0.458,0.0,-0.234
-11.5,-1.255,-13.51,0.508,0.416,-0.479
-20.381,-1.903,-15.084,-0.832,1.346,-0.757
-20.381,-4.089,-17.169,-0.955,-2.75,0.532
-10.587,-1.47,-17.235,0.966,-3.548,2.074
-0.9,-2.035,-14.866,-0.335,-2.407,2.581
1.004,-0.874,-10.791,0.479,-2.723,1.867
0.0,1.445,-5.6,-0.429,-1.234,1.515
-0.82,2.914,-3.42,0.106,-0.705,0.671
-1.849,3.399,-3.015,0.355,0.0,-0.236
-2.313,3.196,-4.343,0.895,0.597,-0.483
-1.074,2.236,-7.521,1.281,0.0,-1.362
-1.184,0.885,-8.789,1.702,-1.434,-3.133
-2.846,-9.201,-9.125,0.4,-0.328,0.449
-0.56,-9.203,-9.03,0.113,-0.623,0.322
-1.237,-9.256,-8.509,0.0,-0.367,0.0
-1.748,-9.295,-8.63,0.0,-0.157,0.0
-1.863,-9.342,-8.53,0.11,-0.329,0.0
-5.157,-10.157,-6.643,0.0,-1.211,0.0
-8.011,-11.357,-9.668,0.99,-1.371,1.435
-10.732,-12.198,-15.053,-1.271,-0.295,3.78
-10.008,-14.2,-16.957,-3.201,0.443,4.078
-4.842,-13.246,-14.19,-4.294,0.333,3.562
-2.33,-8.368,-9.759,-3.868,-0.472,1.291
-4.81,-4.56,-7.935,-1.741,-0.447,-0.268
-11.741,-3.81,-13.038,0.0,-0.319,-1.105
-20.096,-3.998,-16.201,-0.695,-0.301,-0.54
-17.431,-2.503,-13.847,-0.192,-3.535,0.543
-10.081,-1.158,-13.128,0.932,-2.463,2.211
-3.079,-1.209,-11.586,0.563,-2.73,2.462
-2.295,1.093,-10.238,0.266,-1.635,1.711
